"","nobstrees","npredtrees","ext.rt","tp","match.rt","fn","fp","ft","accuracy","omission","commission","xy.rmse","z.rmse","xyz.rmse","precision","recall","f","loss","paramset","quad"
"CC-EMN1_p18",213,101,0.474178403755869,79,0.370892018779343,134,22,156,0.370892018779343,0.629107981220657,0.217821782178218,2.63352349056672,1.69740496648654,3.13315010741903,0.782178217821782,0.370892018779343,0.503184713375796,6.22664008689605,"p18","CC-EMN1"
"CC-EMN1_p19",213,414,1.94366197183099,123,0.577464788732394,90,291,381,0.577464788732394,0.422535211267606,0.702898550724638,2.21647267031565,1.28049443892978,2.559768955665,0.297101449275362,0.577464788732394,0.392344497607655,6.52428916748761,"p19","CC-EMN1"
"CC-EMN1_p20",213,643,3.018779342723,160,0.751173708920188,53,483,536,0.751173708920188,0.248826291079812,0.751166407465008,1.88267422782983,1.16703816079424,2.21504860372965,0.248833592534992,0.751173708920188,0.373831775700935,5.9252550149768,"p20","CC-EMN1"
"CC-EMN1_p21",213,41,0.192488262910798,36,0.169014084507042,177,5,182,0.169014084507042,0.830985915492958,0.121951219512195,2.94478780887005,1.13955546888542,3.15758798862935,0.878048780487805,0.169014084507042,0.283464566929134,11.1392687376646,"p21","CC-EMN1"
"CC-EMN1_p22",213,651,3.05633802816901,163,0.765258215962441,50,488,538,0.765258215962441,0.234741784037559,0.749615975422427,1.87158348281726,1.21320402747021,2.23040102793742,0.250384024577573,0.765258215962441,0.377314814814815,5.91124689612863,"p22","CC-EMN1"
"CC-EMN1_p23",213,41,0.192488262910798,36,0.169014084507042,177,5,182,0.169014084507042,0.830985915492958,0.121951219512195,2.94478780887005,1.13955546888542,3.15758798862935,0.878048780487805,0.169014084507042,0.283464566929134,11.1392687376646,"p23","CC-EMN1"
"CC-EMN1_p24",213,643,3.018779342723,167,0.784037558685446,46,476,522,0.784037558685446,0.215962441314554,0.740279937791602,1.94813458370695,1.2080623942922,2.29230083207638,0.259720062208398,0.784037558685446,0.39018691588785,5.87487877921371,"p24","CC-EMN1"
"CC-EMN1_p25",213,98,0.460093896713615,67,0.314553990610329,146,31,177,0.314553990610329,0.685446009389671,0.316326530612245,2.65472572433942,1.6363900248513,3.11854789684274,0.683673469387755,0.314553990610329,0.430868167202572,7.23782385013502,"p25","CC-EMN1"
"CC-EMN1_p26",213,219,1.02816901408451,126,0.591549295774648,87,93,180,0.591549295774648,0.408450704225352,0.424657534246575,2.49661447963963,1.39908143051302,2.86190718038733,0.575342465753425,0.591549295774648,0.583333333333333,4.90612659494972,"p26","CC-EMN1"
"CC-EMN1_p27",213,29,0.136150234741784,25,0.117370892018779,188,4,192,0.117370892018779,0.882629107981221,0.137931034482759,3.2179834806645,1.2772366734478,3.46218878772224,0.862068965517241,0.117370892018779,0.206611570247934,16.7569937325756,"p27","CC-EMN1"
"CC-EMN1_p28",213,222,1.04225352112676,122,0.572769953051643,91,100,191,0.572769953051643,0.427230046948357,0.45045045045045,2.38614489556841,1.44830055865373,2.79128321222407,0.54954954954955,0.572769953051643,0.560919540229885,4.97626310376012,"p28","CC-EMN1"
"CC-EMN1_p29",213,29,0.136150234741784,25,0.117370892018779,188,4,192,0.117370892018779,0.882629107981221,0.137931034482759,3.2179834806645,1.2772366734478,3.46218878772224,0.862068965517241,0.117370892018779,0.206611570247934,16.7569937325756,"p29","CC-EMN1"
"CC-EMN1_p30",213,218,1.02347417840376,122,0.572769953051643,91,96,187,0.572769953051643,0.427230046948357,0.440366972477064,2.44437080555783,1.51737001765944,2.87704021618663,0.559633027522936,0.572769953051643,0.566125290023202,5.08198497203458,"p30","CC-EMN1"
"CC-EMN1_p31",213,34,0.15962441314554,29,0.136150234741784,184,5,189,0.136150234741784,0.863849765258216,0.147058823529412,2.7273556967869,1.53005896888841,3.12722713359165,0.852941176470588,0.136150234741784,0.234817813765182,13.3176741723644,"p31","CC-EMN1"
"CC-EMN1_p32",213,100,0.469483568075117,72,0.338028169014085,141,28,169,0.338028169014085,0.661971830985915,0.28,2.7504413981189,1.52082717806974,3.14290362404605,0.72,0.338028169014085,0.460063897763578,6.83145023837788,"p32","CC-EMN1"
"CC-EMN1_p33",213,21,0.0985915492957746,17,0.07981220657277,196,4,200,0.07981220657277,0.92018779342723,0.19047619047619,3.0877734868195,1.44903144122102,3.41087044954107,0.80952380952381,0.07981220657277,0.145299145299145,23.4748142703709,"p33","CC-EMN1"
"CC-EMN1_p34",213,98,0.460093896713615,75,0.352112676056338,138,23,161,0.352112676056338,0.647887323943662,0.23469387755102,2.70115175354774,1.45927924675163,3.07013301270385,0.76530612244898,0.352112676056338,0.482315112540193,6.36540911300599,"p34","CC-EMN1"
"CC-EMN1_p35",213,21,0.0985915492957746,17,0.07981220657277,196,4,200,0.07981220657277,0.92018779342723,0.19047619047619,3.0877734868195,1.44903144122102,3.41087044954107,0.80952380952381,0.07981220657277,0.145299145299145,23.4748142703709,"p35","CC-EMN1"
"CC-EMN1_p36",213,94,0.44131455399061,68,0.31924882629108,145,26,171,0.31924882629108,0.68075117370892,0.276595744680851,2.57094076430401,1.55926577744331,3.0068332474991,0.723404255319149,0.31924882629108,0.44299674267101,6.78748387486929,"p36","CC-EMN1"
"CC-EMN1_p37",213,374,1.75586854460094,129,0.605633802816901,84,245,329,0.605633802816901,0.394366197183099,0.655080213903743,2.24619545152719,1.42376367693235,2.6594166680333,0.344919786096257,0.605633802816901,0.439522998296422,6.0506883106029,"p37","CC-EMN1"
"CC-EMN1_p38",213,65,0.305164319248826,46,0.215962441314554,167,19,186,0.215962441314554,0.784037558685446,0.292307692307692,2.49670636590044,1.44247864124041,2.88345059051869,0.707692307692308,0.215962441314554,0.330935251798561,8.71303548004561,"p38","CC-EMN1"
"CC-EMN1_p39",213,35,0.164319248826291,30,0.140845070422535,183,5,188,0.140845070422535,0.859154929577465,0.142857142857143,2.90042864159142,1.40769854727495,3.2239884467789,0.857142857142857,0.140845070422535,0.241935483870968,13.3258189133528,"p39","CC-EMN1"
"CC-EMN1_p40",213,46,0.215962441314554,34,0.15962441314554,179,12,191,0.15962441314554,0.84037558685446,0.260869565217391,2.65994805045621,1.53880556238387,3.07298652615811,0.739130434782609,0.15962441314554,0.262548262548263,11.7044633863963,"p40","CC-EMN1"
"CC-EMN1_p41",213,35,0.164319248826291,30,0.140845070422535,183,5,188,0.140845070422535,0.859154929577465,0.142857142857143,2.90042864159142,1.40769854727495,3.2239884467789,0.857142857142857,0.140845070422535,0.241935483870968,13.3258189133528,"p41","CC-EMN1"
"CC-EMN1_p42",213,46,0.215962441314554,33,0.154929577464789,180,13,193,0.154929577464789,0.845070422535211,0.282608695652174,2.60222459194736,1.50632612469524,3.00675759263612,0.717391304347826,0.154929577464789,0.254826254826255,11.7992457044357,"p42","CC-EMN1"
"CC-EMN1_p43",213,88,0.413145539906103,59,0.276995305164319,154,29,183,0.276995305164319,0.723004694835681,0.329545454545455,2.64150641566995,1.58722312679638,3.08169326803671,0.670454545454545,0.276995305164319,0.39202657807309,7.86092943795805,"p43","CC-EMN1"
"CC-EMN1_p44",213,31,0.145539906103286,26,0.122065727699531,187,5,192,0.122065727699531,0.877934272300469,0.161290322580645,2.7403759143974,1.93915233265228,3.35707788432741,0.838709677419355,0.122065727699531,0.213114754098361,15.7524423803055,"p44","CC-EMN1"
"CC-EMN1_p45",213,27,0.126760563380282,22,0.103286384976526,191,5,196,0.103286384976526,0.896713615023474,0.185185185185185,3.00523391696193,1.43943277969926,3.33217610923118,0.814814814814815,0.103286384976526,0.183333333333333,18.1755060503519,"p45","CC-EMN1"
"CC-EMN1_p46",213,30,0.140845070422535,25,0.117370892018779,188,5,193,0.117370892018779,0.882629107981221,0.166666666666667,2.71309989719107,1.6058870445956,3.15274233836801,0.833333333333333,0.117370892018779,0.205761316872428,15.3223277644685,"p46","CC-EMN1"
"CC-EMN1_p47",213,28,0.131455399061033,23,0.107981220657277,190,5,195,0.107981220657277,0.892018779342723,0.178571428571429,3.0285050273346,1.44488404830404,3.35552270348964,0.821428571428571,0.107981220657277,0.190871369294606,17.5800211204566,"p47","CC-EMN1"
"CC-EMN1_p48",213,30,0.140845070422535,25,0.117370892018779,188,5,193,0.117370892018779,0.882629107981221,0.166666666666667,2.74112998781462,1.60119918810871,3.17452869731816,0.833333333333333,0.117370892018779,0.205761316872428,15.4282094689663,"p48","CC-EMN1"
"CC-EMN1_p49",213,33,0.154929577464789,23,0.107981220657277,190,10,200,0.107981220657277,0.892018779342723,0.303030303030303,2.76807341590842,1.76821520183489,3.28463322699185,0.696969696969697,0.107981220657277,0.186991869918699,17.5656472573912,"p49","CC-EMN1"
"CC-EMN1_p50",213,26,0.122065727699531,22,0.103286384976526,191,4,195,0.103286384976526,0.896713615023474,0.153846153846154,2.81719504861749,1.84879206264769,3.36966170896486,0.846153846153846,0.103286384976526,0.184100418410042,18.3033897373318,"p50","CC-EMN1"
"CC-EMN1_p51",213,22,0.103286384976526,17,0.07981220657277,196,5,201,0.07981220657277,0.92018779342723,0.227272727272727,3.05152973131879,1.35737885387285,3.33980703844754,0.772727272727273,0.07981220657277,0.14468085106383,23.0839604127992,"p51","CC-EMN1"
"CC-EMN1_p52",213,24,0.112676056338028,19,0.0892018779342723,194,5,199,0.0892018779342723,0.910798122065728,0.208333333333333,2.65368208118493,1.64149440898738,3.12034172531453,0.791666666666667,0.0892018779342723,0.160337552742616,19.4610786552511,"p52","CC-EMN1"
"CC-EMN1_p53",213,22,0.103286384976526,17,0.07981220657277,196,5,201,0.07981220657277,0.92018779342723,0.227272727272727,3.05152973131879,1.35737885387285,3.33980703844754,0.772727272727273,0.07981220657277,0.14468085106383,23.0839604127992,"p53","CC-EMN1"
"CC-EMN1_p54",213,24,0.112676056338028,19,0.0892018779342723,194,5,199,0.0892018779342723,0.910798122065728,0.208333333333333,2.69131749306423,1.63545768581925,3.14927161270329,0.791666666666667,0.0892018779342723,0.160337552742616,19.6415097950179,"p54","CC-EMN1"
"CC-EMN1_p55",213,256,1.2018779342723,118,0.553990610328638,95,138,233,0.553990610328638,0.446009389671362,0.5390625,2.39297963116835,1.3645641695726,2.75470268596594,0.4609375,0.553990610328638,0.50319829424307,5.47438796490688,"p55","CC-EMN1"
"CC-EMN1_p56",213,57,0.267605633802817,45,0.211267605633803,168,12,180,0.211267605633803,0.788732394366197,0.210526315789474,2.52941693651679,1.73317333235888,3.06624197328554,0.789473684210526,0.211267605633803,0.333333333333333,9.19872591985662,"p56","CC-EMN1"
"CC-EMN1_p57",213,28,0.131455399061033,24,0.112676056338028,189,4,193,0.112676056338028,0.887323943661972,0.142857142857143,2.93244843296831,1.521327175528,3.30358747228196,0.857142857142857,0.112676056338028,0.199170124481328,16.5867621004157,"p57","CC-EMN1"
"CC-EMN1_p58",213,38,0.178403755868545,30,0.140845070422535,183,8,191,0.140845070422535,0.859154929577465,0.210526315789474,2.60238251985514,1.76815772297986,3.14623211365292,0.789473684210526,0.140845070422535,0.239043824701195,13.1617376754481,"p58","CC-EMN1"
"CC-EMN1_p59",213,28,0.131455399061033,24,0.112676056338028,189,4,193,0.112676056338028,0.887323943661972,0.142857142857143,2.93244843296831,1.521327175528,3.30358747228196,0.857142857142857,0.112676056338028,0.199170124481328,16.5867621004157,"p59","CC-EMN1"
"CC-EMN1_p60",213,38,0.178403755868545,30,0.140845070422535,183,8,191,0.140845070422535,0.859154929577465,0.210526315789474,2.59520762377289,1.84159013717313,3.18222514034163,0.789473684210526,0.140845070422535,0.239043824701195,13.3123085037625,"p60","CC-EMN1"
"CC-EMN1_p61",213,59,0.276995305164319,44,0.206572769953052,169,15,184,0.206572769953052,0.793427230046948,0.254237288135593,2.58424479914141,1.46609082101163,2.97115187719241,0.745762711864407,0.206572769953052,0.323529411764706,9.18356034768562,"p61","CC-EMN1"
"CC-EMN1_p62",213,34,0.15962441314554,28,0.131455399061033,185,6,191,0.131455399061033,0.868544600938967,0.176470588235294,2.9584151191501,1.64886087301853,3.38688089483338,0.823529411764706,0.131455399061033,0.226720647773279,14.9385639468544,"p62","CC-EMN1"
"CC-EMN1_p63",213,27,0.126760563380282,23,0.107981220657277,190,4,194,0.107981220657277,0.892018779342723,0.148148148148148,2.94153686722042,1.54697984866446,3.32352009071569,0.851851851851852,0.107981220657277,0.191666666666667,17.3401048211253,"p63","CC-EMN1"
"CC-EMN1_p64",213,32,0.150234741784038,27,0.126760563380282,186,5,191,0.126760563380282,0.873239436619718,0.15625,2.86211012910169,1.50786279953523,3.23501539615018,0.84375,0.126760563380282,0.220408163265306,14.6773846677184,"p64","CC-EMN1"
"CC-EMN1_p65",213,27,0.126760563380282,23,0.107981220657277,190,4,194,0.107981220657277,0.892018779342723,0.148148148148148,2.94153686722042,1.54697984866446,3.32352009071569,0.851851851851852,0.107981220657277,0.191666666666667,17.3401048211253,"p65","CC-EMN1"
"CC-EMN1_p66",213,32,0.150234741784038,27,0.126760563380282,186,5,191,0.126760563380282,0.873239436619718,0.15625,2.86211012910169,1.50786279953523,3.23501539615018,0.84375,0.126760563380282,0.220408163265306,14.6773846677184,"p66","CC-EMN1"
"CC-EMN1_p67",213,26,0.122065727699531,20,0.0938967136150235,193,6,199,0.0938967136150235,0.906103286384977,0.230769230769231,2.9278097458373,1.59293656496422,3.33309417926045,0.769230769230769,0.0938967136150235,0.167364016736402,19.9152377210812,"p67","CC-EMN1"
"CC-EMN1_p68",213,26,0.122065727699531,22,0.103286384976526,191,4,195,0.103286384976526,0.896713615023474,0.153846153846154,2.62991062139173,1.67245505443073,3.11665458233664,0.846153846153846,0.103286384976526,0.184100418410042,16.9291010267831,"p68","CC-EMN1"
"CC-EMN1_p69",213,25,0.117370892018779,21,0.0985915492957746,192,4,196,0.0985915492957746,0.901408450704225,0.16,2.98164200432989,1.46125269155318,3.32045907527194,0.84,0.0985915492957746,0.176470588235294,18.8159347598743,"p69","CC-EMN1"
"CC-EMN1_p70",213,25,0.117370892018779,20,0.0938967136150235,193,5,198,0.0938967136150235,0.906103286384977,0.2,2.91059528683608,1.64454527149604,3.34306656735285,0.8,0.0938967136150235,0.168067226890756,19.8912460757495,"p70","CC-EMN1"
"CC-EMN1_p71",213,25,0.117370892018779,21,0.0985915492957746,192,4,196,0.0985915492957746,0.901408450704225,0.16,2.98164200432989,1.46125269155318,3.32045907527194,0.84,0.0985915492957746,0.176470588235294,18.8159347598743,"p71","CC-EMN1"
"CC-EMN1_p72",213,25,0.117370892018779,20,0.0938967136150235,193,5,198,0.0938967136150235,0.906103286384977,0.2,2.91059528683608,1.64454527149604,3.34306656735285,0.8,0.0938967136150235,0.168067226890756,19.8912460757495,"p72","CC-EMN1"
"CC-CVS1_p1",249,956,3.83935742971888,139,0.558232931726908,110,817,927,0.558232931726908,0.441767068273092,0.854602510460251,1.83209698001649,1.24448239507623,2.21479474801621,0.145397489539749,0.558232931726908,0.230705394190871,9.60009953726452,"p1","CC-CVS1"
"CC-CVS1_p2",249,695,2.79116465863454,142,0.570281124497992,107,553,660,0.570281124497992,0.429718875502008,0.79568345323741,1.97709203544443,1.15030162302922,2.28737551367532,0.20431654676259,0.570281124497992,0.300847457627119,7.60310734123065,"p2","CC-CVS1"
"CC-CVS1_p3",249,990,3.97590361445783,138,0.55421686746988,111,852,963,0.55421686746988,0.44578313253012,0.860606060606061,1.86938598473464,1.1185190130743,2.17846017694403,0.139393939393939,0.55421686746988,0.222760290556901,9.77939188128134,"p3","CC-CVS1"
"CC-CVS1_p4",249,701,2.81526104417671,144,0.578313253012048,105,557,662,0.578313253012048,0.421686746987952,0.794579172610556,1.92383758731734,1.19881669956948,2.26678462619228,0.205420827389444,0.578313253012048,0.303157894736842,7.47724095445369,"p4","CC-CVS1"
"CC-CVS1_p5",249,984,3.95180722891566,144,0.578313253012048,105,840,945,0.578313253012048,0.421686746987952,0.853658536585366,1.73946361091539,1.11329211812434,2.06522468365468,0.146341463414634,0.578313253012048,0.233576642335766,8.8417431768966,"p5","CC-CVS1"
"CC-CVS1_p6",249,687,2.75903614457831,133,0.534136546184739,116,554,670,0.534136546184739,0.465863453815261,0.806404657933042,1.89448624987241,1.09317478257741,2.18726067404386,0.193595342066958,0.534136546184739,0.284188034188034,7.69652628159794,"p6","CC-CVS1"
"CC-CVS1_p7",249,234,0.939759036144578,96,0.385542168674699,153,138,291,0.385542168674699,0.614457831325301,0.58974358974359,2.32298857460736,1.37164875697097,2.69772056192933,0.41025641025641,0.385542168674699,0.397515527950311,6.78645328860348,"p7","CC-CVS1"
"CC-CVS1_p8",249,256,1.0281124497992,116,0.465863453815261,133,140,273,0.465863453815261,0.534136546184739,0.546875,2.30923649871547,1.23571974350285,2.61907932134222,0.453125,0.465863453815261,0.459405940594059,5.70101317792165,"p8","CC-CVS1"
"CC-CVS1_p9",249,221,0.887550200803213,96,0.385542168674699,153,125,278,0.385542168674699,0.614457831325301,0.565610859728507,2.38311961904626,1.32745763036591,2.72789348749174,0.434389140271493,0.385542168674699,0.408510638297872,6.67765593292249,"p9","CC-CVS1"
"CC-CVS1_p10",249,249,1,108,0.433734939759036,141,141,282,0.433734939759036,0.566265060240964,0.566265060240964,2.47169826728271,1.22172545333775,2.75715531079076,0.433734939759036,0.433734939759036,0.433734939759036,6.35677474432313,"p10","CC-CVS1"
"CC-CVS1_p11",249,222,0.891566265060241,100,0.401606425702811,149,122,271,0.401606425702811,0.598393574297189,0.54954954954955,2.38146958372912,1.41311060784356,2.76916575311536,0.45045045045045,0.401606425702811,0.424628450106157,6.52138534858668,"p11","CC-CVS1"
"CC-CVS1_p12",249,252,1.01204819277108,118,0.473895582329317,131,134,265,0.473895582329317,0.526104417670683,0.531746031746032,2.36246968302485,1.4457639292025,2.76974662057644,0.468253968253968,0.473895582329317,0.471057884231537,5.87984346147795,"p12","CC-CVS1"
"CC-CVS1_p13",249,126,0.506024096385542,77,0.309236947791165,172,49,221,0.309236947791165,0.690763052208835,0.388888888888889,2.47486977883104,1.11189518799701,2.71316997832095,0.611111111111111,0.309236947791165,0.410666666666667,6.60674507708023,"p13","CC-CVS1"
"CC-CVS1_p14",249,118,0.473895582329317,74,0.29718875502008,175,44,219,0.29718875502008,0.70281124497992,0.372881355932203,2.6291371418593,1.1566673235193,2.87232334670061,0.627118644067797,0.29718875502008,0.403269754768392,7.1225855962103,"p14","CC-CVS1"
"CC-CVS1_p15",249,126,0.506024096385542,67,0.269076305220884,182,59,241,0.269076305220884,0.730923694779116,0.468253968253968,2.37474090384433,1.27594004561343,2.69581478599539,0.531746031746032,0.269076305220884,0.357333333333333,7.5442577966289,"p15","CC-CVS1"
"CC-CVS1_p16",249,108,0.433734939759036,63,0.253012048192771,186,45,231,0.253012048192771,0.746987951807229,0.416666666666667,2.57818953402906,1.33510718314156,2.90337260162266,0.583333333333333,0.253012048192771,0.352941176470588,8.22622237126421,"p16","CC-CVS1"
"CC-CVS1_p17",249,124,0.497991967871486,75,0.301204819277108,174,49,223,0.301204819277108,0.698795180722892,0.395161290322581,2.62471064579867,1.16054517648675,2.86983816283001,0.604838709677419,0.301204819277108,0.402144772117962,7.1363308982373,"p17","CC-CVS1"
"CC-CVS1_p18",249,114,0.457831325301205,73,0.293172690763052,176,41,217,0.293172690763052,0.706827309236948,0.359649122807018,2.53544374592092,1.1576380653775,2.78722099574836,0.640350877192982,0.293172690763052,0.402203856749311,6.9298713798401,"p18","CC-CVS1"
"CC-CVS1_p19",249,222,0.891566265060241,73,0.293172690763052,176,149,325,0.293172690763052,0.706827309236948,0.671171171171171,1.89761070246649,1.15901996271531,2.22356777546536,0.328828828828829,0.293172690763052,0.309978768577495,7.17329056331634,"p19","CC-CVS1"
"CC-CVS1_p20",249,699,2.80722891566265,144,0.578313253012048,105,555,660,0.578313253012048,0.421686746987952,0.793991416309013,1.94426071447392,1.1816360979826,2.27517331073969,0.206008583690987,0.578313253012048,0.30379746835443,7.48911214785148,"p20","CC-CVS1"
"CC-CVS1_p21",249,159,0.63855421686747,59,0.236947791164659,190,100,290,0.236947791164659,0.763052208835341,0.628930817610063,2.06461600075937,1.25937337794823,2.41840040846762,0.371069182389937,0.236947791164659,0.28921568627451,8.36192683605752,"p21","CC-CVS1"
"CC-CVS1_p22",249,676,2.714859437751,136,0.546184738955823,113,540,653,0.546184738955823,0.453815261044177,0.798816568047337,1.94184012492539,1.10367632656659,2.23357214000215,0.201183431952663,0.546184738955823,0.294054054054054,7.59578760846318,"p22","CC-CVS1"
