"treeID.x","src","pair_id","treeID.y","obs","pred","Zobs","Xobs","Yobs","Zpred","dxy","dz","dxyz","site","Site_Tag","Tag_Number","Height","DBH","Crown_Radius","Canopy_Position","X","Y","Reference","Site_Name","Crown_Radius_Mod","Crown_Area","N","Pixel_Code","Class","Classified","DBH_bins"
1479,1,NA,1479,NA,NA,NA,NA,NA,24.971,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.547622,16.1875,153,45,"Evergreen forest","ABLA",NA
1480,1,NA,1480,NA,NA,NA,NA,NA,24.815,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53483,2.625,154,45,"Evergreen forest","ABLA",NA
1481,1,NA,1481,NA,NA,NA,NA,NA,24.695,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52499,14.375,155,45,"Evergreen forest","ABLA",NA
1482,1,NA,1482,NA,NA,NA,NA,NA,24.483,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.507606,3.625,156,20,"Urban",NA,NA
1484,1,NA,1484,NA,NA,NA,NA,NA,24.295,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49219,4.875,157,47,"","PICO",NA
1485,1,NA,1485,NA,NA,NA,NA,NA,24.251,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.488582,7.8125,158,45,"Evergreen forest","ABLA",NA
1486,1,NA,1486,NA,NA,NA,NA,NA,24.114,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.477348,12.6875,159,46,"","PIEN",NA
1488,1,NA,1488,NA,NA,NA,NA,NA,23.811,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.452502,3,160,45,"Evergreen forest","ABLA",NA
1489,1,NA,1489,NA,NA,NA,NA,NA,23.705,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44381,16.9375,161,46,"","PIEN",NA
1490,1,NA,1490,NA,NA,NA,NA,NA,23.702,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.443564,5.25,162,46,"","PIEN",NA
1685,1,NA,1685,NA,NA,NA,NA,NA,36.816,NA,NA,NA,"ER-BME1","ER-BME1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.518912,21.25,163,46,"","PIEN",NA
1686,1,1,1686,1298,NA,34.9,324111.083511855,4316072.38196757,35.977,0.403938326159598,1.077,1.15025874104073,"ER-BME1","ER-BME11298",1298,34.9,66.8,3.3618,NA,-107.030467347167,38.975984807946,"PIEN","ER-BME1",3.450114,13,164,46,"","PIEN",NA
1687,1,NA,1687,NA,NA,NA,NA,NA,33.093,NA,NA,NA,"ER-BME1","ER-BME1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.213626,6.9375,165,47,"","PICO",NA
1688,1,2,1688,1281,NA,30.8,324100.295588913,4316062.43334239,31.568,1.55642523690035,0.768000000000001,1.73559313148569,"ER-BME1","ER-BME11281",1281,30.8,65.6,3.0256,NA,-107.030589250667,38.975893046822,"PIEN","ER-BME1",3.088576,20.5,166,46,"","PIEN",NA
1689,1,3,1689,1310,NA,30.2,324100.38970853,4316086.08513687,31.344,0.922642931690949,1.144,1.46969587990144,"ER-BME1","ER-BME11310",1310,30.2,103.5,2.9764,"C",-107.030594250303,38.976106067206,"PIEN","ER-BME1",3.070208,14.8125,167,46,"","PIEN",NA
1690,1,NA,1690,NA,NA,NA,NA,NA,31.084,NA,NA,NA,"ER-BME1","ER-BME1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.048888,24.8125,168,46,"","PIEN",NA
1691,1,NA,1691,NA,NA,NA,NA,NA,30.937,NA,NA,NA,"ER-BME1","ER-BME1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036834,9.3125,169,46,"","PIEN",NA
1692,1,4,1692,1296,NA,26.8,324111.744051353,4316069.15688689,30.43,2.09179662828119,3.63,4.18957195117694,"ER-BME1","ER-BME11296",1296,26.8,37.6,2.6976,NA,-107.030458896594,38.975955896418,"ABLA","ER-BME1",2.99526,7.625,170,46,"","PIEN",4
1693,1,NA,1693,NA,NA,NA,NA,NA,29.442,NA,NA,NA,"ER-BME1","ER-BME1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.914244,4.125,171,45,"Evergreen forest","ABLA",NA
1694,1,NA,1694,NA,NA,NA,NA,NA,29.122,NA,NA,NA,"ER-BME1","ER-BME1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.888004,46.25,172,46,"","PIEN",NA
1695,1,NA,1695,NA,NA,NA,NA,NA,28.694,NA,NA,NA,"ER-BME1","ER-BME1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.852908,23.6875,173,46,"","PIEN",NA
1697,1,NA,1697,NA,NA,NA,NA,NA,27.938,NA,NA,NA,"ER-BME1","ER-BME1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.790916,2.375,174,46,"","PIEN",NA
1698,1,NA,1698,NA,NA,NA,NA,NA,25.114,NA,NA,NA,"ER-BME1","ER-BME1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.559348,8.5625,175,47,"","PICO",NA
1699,1,NA,1699,NA,NA,NA,NA,NA,24.611,NA,NA,NA,"ER-BME1","ER-BME1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.518102,7.125,176,46,"","PIEN",NA
1700,1,5,1700,1399,NA,23.8,324134.1916339,4316057.99375907,24.374,0.504439278976505,0.573999999999998,0.764156388558215,"ER-BME1","ER-BME11399",1399,23.8,39.4,2.4516,"C",-107.030197041047,38.97585987214,"PIEN","ER-BME1",2.498668,15.6875,177,46,"","PIEN",4
1701,1,NA,1701,NA,NA,NA,NA,NA,24.046,NA,NA,NA,"ER-BME1","ER-BME1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.471772,5.8125,178,45,"Evergreen forest","ABLA",NA
1702,1,94,1702,1316,NA,25.4,324101.734288186,4316091.59835119,23.993,2.02140829062483,1.407,2.46287240380146,"ER-BME1","ER-BME11316",1316,25.4,52.3,2.5828,"C",-107.030580156019,38.976155987724,"PIEN","ER-BME1",2.467426,5.8125,179,46,"","PIEN",NA
1703,1,6,1703,1312,NA,23.8,324107.068661237,4316091.33182017,23.93,1.32119718384609,0.129999999999999,1.32757749250386,"ER-BME1","ER-BME11312",1312,23.8,36.8,2.4516,"C",-107.030518543164,38.976154658753,"ABLA","ER-BME1",2.46226,6.5625,180,46,"","PIEN",4
1704,1,NA,1704,NA,NA,NA,NA,NA,23.698,NA,NA,NA,"ER-BME1","ER-BME1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.443236,6.125,181,46,"","PIEN",NA
1705,1,NA,1705,NA,NA,NA,NA,NA,23.648,NA,NA,NA,"ER-BME1","ER-BME1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.439136,5.375,182,20,"Urban",NA,NA
1706,1,7,1706,1378,NA,24.2,324116.054390927,4316094.17396537,23.311,2.08535069223671,0.888999999999999,2.26693813537382,"ER-BME1","ER-BME11378",1378,24.2,41.7,2.4844,"C",-107.030415603286,38.976182058907,"PIEN","ER-BME1",2.411502,7.625,183,46,"","PIEN",5
1707,1,8,1707,1390,NA,24,324128.087838882,4316087.54202599,22.976,3.79549170920029,1.024,3.93119998405171,"ER-BME1","ER-BME11390",1390,24,56.4,2.468,"C",-107.03027506356,38.976124750003,"PIEN","ER-BME1",2.384032,18.75,184,46,"","PIEN",NA
1708,1,9,1708,1293,NA,23.9,324110.385496778,4316063.7852433,22.912,1.71277486417089,0.988,1.9773066872227,"ER-BME1","ER-BME11293",1293,23.9,38.1,2.4598,"C",-107.030473188586,38.975907248052,"PIEN","ER-BME1",2.378784,12.125,185,46,"","PIEN",4
1892,1,1,1892,7428,NA,12.8,328450.274615559,4316327.72787698,14.299,2.24840199773624,1.499,2.70227913869465,"ER-APU1","ER-APU17428",7428,12.8,41,1.5496,NA,-106.980467908599,38.979145148039,"PIEN","ER-APU1",1.672518,16.375,186,46,"","PIEN",5
1893,1,2,1893,7132,NA,13.7,328482.994575262,4316317.7284236,13.406,1.24476227602064,0.293999999999999,1.27901099440313,"ER-APU1","ER-APU17132",7132,13.7,35.1,1.6234,NA,-106.980087871851,38.979061502135,"PIEN","ER-APU1",1.599292,12.6875,187,46,"","PIEN",4
1896,1,3,1896,7444,NA,12.6,328445.874970774,4316329.8456737,12.233,2.1716895419672,0.366999999999999,2.20248143390352,"ER-APU1","ER-APU17444",7444,12.6,25.3,1.5332,NA,-106.980519203855,38.979163359014,"PIEN","ER-APU1",1.503106,6.125,188,46,"","PIEN",3
1898,1,100,1898,7064,NA,12.9,328474.435858369,4316323.66830518,11.937,1.59257710362075,0.963000000000001,1.86109398767958,"ER-APU1","ER-APU17064",7064,12.9,37.5,1.5578,NA,-106.980188113999,38.979113320336,"PIEN","ER-APU1",1.478834,10.875,189,46,"","PIEN",4
1899,1,4,1899,7464,NA,12.3,328446.868685078,4316336.20735526,11.679,1.58324211452348,0.621,1.70067533444829,"ER-APU1","ER-APU17464",7464,12.3,25.4,1.5086,NA,-106.980509334899,38.979220846945,"PIEN","ER-APU1",1.457678,14.375,190,46,"","PIEN",3
1900,1,5,1900,7074,NA,11.9,328479.854114876,4316321.66411602,11.458,0.732425326306379,0.442,0.855459442998326,"ER-APU1","ER-APU17074",7074,11.9,29.6,1.4758,NA,-106.980125094485,38.97909633187,"PIEN","ER-APU1",1.439556,14.625,191,46,"","PIEN",3
1901,1,6,1901,7002,NA,12.3,328467.269267258,4316349.39751668,11.448,2.76830309880057,0.852,2.89644714207403,"ER-APU1","ER-APU17002",7002,12.3,28.5,1.5086,NA,-106.980277259918,38.979343633728,"PIEN","ER-APU1",1.438736,18.75,192,46,"","PIEN",3
1902,1,7,1902,7474,NA,10.3,328443.512025775,4316337.70702327,11.26,0.916203952661939,0.959999999999999,1.32703793573257,"ER-APU1","ER-APU17474",7474,10.3,21,1.3446,NA,-106.980548440948,38.979233695364,"ABLA","ER-APU1",1.42332,14.375,193,46,"","PIEN",3
2153,1,1,2152,309,NA,22.824,326230.75,4316166.25,29.985,0.913950034354564,0.0150000000000006,0.914073118134818,"ER-GT1","ER-GT1309",309,30,32.6,2.96,NA,-107.005895238099,38.977128094918,"PIEN","ER-GT1",2.95877,9.1875,194,46,"","PIEN",4
2153,1,1,2153,309,NA,30,326242.618488411,4316152.08637369,29.985,0.913950034354564,0.0150000000000006,0.914073118134818,"ER-GT1","ER-GT1309",309,30,32.6,2.96,NA,-107.005895238099,38.977128094918,"PIEN","ER-GT1",2.95877,9.1875,195,46,"","PIEN",4
2161,1,4,2160,314,NA,19.64,326243.25,4316166.25,26.6,2.60009925616427,2.4,3.53843413700269,"ER-GT1","ER-GT1314",314,29,54.9,2.878,NA,-107.005841306,38.977158893,"ABLA","ER-GT1",2.6812,4.125,196,46,"","PIEN",NA
2161,1,4,2161,314,NA,29,326247.365970966,4316155.40156968,26.6,2.60009925616427,2.4,3.53843413700269,"ER-GT1","ER-GT1314",314,29,54.9,2.878,NA,-107.005841306,38.977158893,"ABLA","ER-GT1",2.6812,4.125,197,46,"","PIEN",NA
2169,1,5,2168,318,NA,17.264,326253.25,4316166.25,25.772,4.21542918130523,0.528000000000002,4.24836759033393,"ER-GT1","ER-GT1318",318,26.3,57.6,2.6566,NA,-107.005938515206,38.97718929397,"PIEN","ER-GT1",2.613304,2.0625,198,46,"","PIEN",NA
2169,1,5,2169,318,NA,26.3,326239.01899468,4316158.96114514,25.772,4.21542918130523,0.528000000000002,4.24836759033393,"ER-GT1","ER-GT1318",318,26.3,57.6,2.6566,NA,-107.005938515206,38.97718929397,"PIEN","ER-GT1",2.613304,2.0625,199,46,"","PIEN",NA
2179,1,2,2178,378,NA,15.298,326262.25,4316160.25,29.388,1.25124033828744,3.012,3.26155582263398,"ER-GT1","ER-GT1378",378,32.4,64.7,3.1568,NA,-107.005913558248,38.977139318012,"PIEN","ER-GT1",2.909816,13.5,200,46,"","PIEN",NA
2179,1,2,2179,378,NA,32.4,326241.058840059,4316153.36693293,29.388,1.25124033828744,3.012,3.26155582263398,"ER-GT1","ER-GT1378",378,32.4,64.7,3.1568,NA,-107.005913558248,38.977139318012,"PIEN","ER-GT1",2.909816,13.5,201,46,"","PIEN",NA
2185,1,105,2184,311,NA,13.925,326235.75,4316166.25,25.84,3.84999874775961,0.640000000000001,3.90283106958917,"ER-GT1","ER-GT1311",311,25.2,41.6,2.5664,NA,-107.005798338375,38.977138581827,"PIEN","ER-GT1",2.61888,11.375,202,46,"","PIEN",5
2185,1,105,2185,311,NA,25.2,326251.038630634,4316153.06533345,25.84,3.84999874775961,0.640000000000001,3.90283106958917,"ER-GT1","ER-GT1311",311,25.2,41.6,2.5664,NA,-107.005798338375,38.977138581827,"PIEN","ER-GT1",2.61888,11.375,203,46,"","PIEN",5
2197,1,6,2196,358,NA,11.325,326259.25,4316162.25,25.583,0.811957540882149,0.982999999999997,1.27497609710746,"ER-GT1","ER-GT1358",358,24.6,36.2,2.5172,NA,-107.006073085284,38.9772699919055,"PIEN","ER-GT1",2.597806,6.125,204,46,"","PIEN",4
2197,1,6,2197,358,NA,24.6,326227.558416068,4316168.17424706,25.583,0.811957540882149,0.982999999999997,1.27497609710746,"ER-GT1","ER-GT1358",358,24.6,36.2,2.5172,NA,-107.006073085284,38.9772699919055,"PIEN","ER-GT1",2.597806,6.125,205,46,"","PIEN",4
2227,1,8,2226,373,NA,3.052,326234.75,4316161.75,23.88,1.62494195230913,0.48,1.69435425704727,"ER-GT1","ER-GT1373",373,23.4,38.5,2.4188,NA,-107.005990632,38.977173975,"PIEN","ER-GT1",2.45816,6.875,206,46,"","PIEN",4
2227,1,8,2227,373,NA,23.4,326234.466620565,4316157.36043841,23.88,1.62494195230913,0.48,1.69435425704727,"ER-GT1","ER-GT1373",373,23.4,38.5,2.4188,NA,-107.005990632,38.977173975,"PIEN","ER-GT1",2.45816,6.875,207,46,"","PIEN",4
2245,1,106,2244,374,NA,2.145,326237.25,4316161.75,24.456,4.71076218963837,2.844,5.50269174198651,"ER-GT1","ER-GT1374",374,27.3,37.2,2.7386,NA,-107.005952091306,38.9771580807135,"PIEN","ER-GT1",2.505392,5.0625,208,46,"","PIEN",4
2245,1,106,2245,374,NA,27.3,326237.766567053,4316155.52285316,24.456,4.71076218963837,2.844,5.50269174198651,"ER-GT1","ER-GT1374",374,27.3,37.2,2.7386,NA,-107.005952091306,38.9771580807135,"PIEN","ER-GT1",2.505392,5.0625,209,46,"","PIEN",4
2254,1,NA,2254,NA,NA,NA,NA,NA,30.525,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00305,12,210,46,"","PIEN",NA
2255,1,NA,2255,NA,NA,NA,NA,NA,29.474,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.916868,22.625,211,46,"","PIEN",NA
2256,1,NA,2256,NA,NA,NA,NA,NA,28.807,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.862174,11.5,212,46,"","PIEN",NA
2257,1,3,2257,17,NA,27.2,326242.757508498,4316180.35926565,28.643,0.890765995479093,1.443,1.69579275228486,"ER-GT1","ER-GT117",17,27.2,39.8,2.7304,NA,-107.005900820538,38.977382744121,"ABLA","ER-GT1",2.848726,5.8125,213,47,"","PICO",4
2258,1,NA,2258,NA,NA,NA,NA,NA,28.623,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.847086,5.3125,214,45,"Evergreen forest","ABLA",NA
2259,1,NA,2259,NA,NA,NA,NA,NA,28.26,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81732,22.125,215,46,"","PIEN",NA
2260,1,NA,2260,NA,NA,NA,NA,NA,27.292,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.737944,2.8125,216,46,"","PIEN",NA
2261,1,NA,2261,NA,NA,NA,NA,NA,27.185,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72917,13.1875,217,46,"","PIEN",NA
2262,1,NA,2262,NA,NA,NA,NA,NA,26.376,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.662832,13.6875,218,46,"","PIEN",NA
2263,1,NA,2263,NA,NA,NA,NA,NA,26.224,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.650368,4.125,219,46,"","PIEN",NA
2264,1,NA,2264,NA,NA,NA,NA,NA,26.009,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.632738,6.6875,220,46,"","PIEN",NA
2265,1,NA,2265,NA,NA,NA,NA,NA,25.74,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61068,9.375,221,46,"","PIEN",NA
2266,1,NA,2266,NA,NA,NA,NA,NA,25.655,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60371,6.625,222,46,"","PIEN",NA
2267,1,NA,2267,NA,NA,NA,NA,NA,24.668,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.522776,10.9375,223,46,"","PIEN",NA
2268,1,NA,2268,NA,NA,NA,NA,NA,24.663,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.522366,11.6875,224,46,"","PIEN",NA
2269,1,7,2269,15,NA,27.8,326242.043234038,4316188.50580614,24.232,3.29463060932791,3.568,4.85646114489969,"ER-GT1","ER-GT115",15,27.8,63.5,2.7796,NA,-107.005911132319,38.9774559689815,"PIEN","ER-GT1",2.487024,16.5625,225,46,"","PIEN",NA
2270,1,NA,2270,NA,NA,NA,NA,NA,23.92,NA,NA,NA,"ER-GT1","ER-GT1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46144,11,226,46,"","PIEN",NA
2516,1,1,2516,8084,NA,23.4,328098.556381918,4310979.32000356,26.48,0.897780651570826,3.08,3.20817862631353,"SG-NES3","SG-NES38084",8084,23.4,32.2,2.4188,"D",-106.983182618071,38.9309083494491,"PIEN","SG-NES3",2.67136,19.375,227,46,"","PIEN",4
2517,1,NA,2517,NA,NA,NA,NA,NA,26.385,NA,NA,NA,"SG-NES3","SG-NES3NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66357,26.3125,228,46,"","PIEN",NA
2518,1,2,2518,8146,NA,27.3,328105.035619198,4310968.73292339,25.822,1.49833938589404,1.478,2.10463890378405,"SG-NES3","SG-NES38146",8146,27.3,49.5,2.7386,"D",-106.983105254426,38.9308142713013,"ABLA","SG-NES3",2.617404,14.5,229,46,"","PIEN",5
2519,1,NA,2519,NA,NA,NA,NA,NA,24.278,NA,NA,NA,"SG-NES3","SG-NES3NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.490796,22.4375,230,46,"","PIEN",NA
2520,1,3,2520,8103,NA,26,328099.744875745,4310974.32452571,23.735,3.07452998416739,2.265,3.81876414871936,"SG-NES3","SG-NES38103",8103,26,42.3,2.632,"D",-106.98316766108,38.9308635928086,"PIEN","SG-NES3",2.44627,25.6875,231,46,"","PIEN",5
2521,1,4,2521,8161,NA,20.6,328102.368856919,4310972.09810655,23.621,0.856394584507355,3.021,3.14004023610741,"SG-NES3","SG-NES38161",8161,20.6,33.9,2.1892,"D",-106.983136847229,38.9308440557526,"PIEN","SG-NES3",2.436922,15.5625,232,46,"","PIEN",4
2523,1,90,2523,8095,NA,22.9,328100.227959316,4310981.39691437,23.28,3.23368295171879,0.380000000000003,3.25593388020038,"SG-NES3","SG-NES38095",8095,22.9,39.5,2.3778,"D",-106.983163865342,38.9309273817842,"PIEN","SG-NES3",2.40896,20.125,233,47,"","PICO",4
2525,1,5,2525,8096,NA,22.5,328097.200123384,4310976.19505999,22.716,0.44784603688984,0.216000000000001,0.497214312704227,"SG-NES3","SG-NES38096",8096,22.5,47.4,2.345,"D",-106.983197472128,38.9308799402637,"PIEN","SG-NES3",2.362712,7.375,234,46,"","PIEN",5
2526,1,6,2526,8184,NA,21.4,328110.571597601,4310989.03222818,22.434,4.38310879687756,1.034,4.50342078039188,"SG-NES3","SG-NES38184",8184,21.4,31.7,2.2548,"D",-106.983046515486,38.9309981727215,"PIEN","SG-NES3",2.339588,4.3125,235,47,"","PICO",4
2528,1,91,2528,8142,NA,21.5,328107.241500982,4310968.32808325,21.967,3.13033682211148,0.466999999999999,3.16497987669226,"SG-NES3","SG-NES38142",8142,21.5,40.7,2.263,"D",-106.983079718406,38.9308110575394,"PIEN","SG-NES3",2.301294,5.75,236,46,"","PIEN",5
2529,1,92,2529,8083,NA,21.1,328099.318149509,4310980.49235684,21.565,3.64769983276639,0.465,3.67721893147035,"SG-NES3","SG-NES38083",8083,21.1,32.5,2.2302,"D",-106.983174128787,38.9309190570031,"PICO","SG-NES3",2.26833,16.875,237,46,"","PIEN",4
2531,1,7,2531,8094,NA,21.6,328100.512674911,4310980.75743257,21.364,0.54675943134916,0.236000000000001,0.595518157379989,"SG-NES3","SG-NES38094",8094,21.6,29.6,2.2712,"D",-106.983160422047,38.93092167837,"PIEN","SG-NES3",2.251848,6.6875,238,47,"","PICO",3
2532,1,8,2532,8105,NA,21.7,328103.147226398,4310967.40851098,20.879,1.23008901402613,0.820999999999998,1.47890499438867,"SG-NES3","SG-NES38105",8105,21.7,40.7,2.2794,"D",-106.983126695873,38.9308019735303,"PICO","SG-NES3",2.212078,4.5,239,47,"","PICO",5
2737,1,NA,2737,NA,NA,NA,NA,NA,36.539,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.496198,16.5625,240,46,"","PIEN",NA
2738,1,1,2738,8636,NA,33.6,319710.075960036,4313768.62854032,33.641,4.7558892631307,0.0409999999999968,4.75606598810002,"SR-PVG1","SR-PVG18636",8636,33.6,58.1,3.2552,"D",-107.080634668089,38.9543435826144,"PIEN","SR-PVG1",3.258562,9.5,241,46,"","PIEN",NA
2739,1,NA,2739,NA,NA,NA,NA,NA,32.433,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.159506,16.9375,242,46,"","PIEN",NA
2740,1,2,2740,8655,NA,32.5,319713.133884371,4313762.56388579,32.261,1.38134868165446,0.238999999999997,1.40187202707969,"SR-PVG1","SR-PVG18655",8655,32.5,50.2,3.165,"D",-107.080597802225,38.9542895965181,"PIEN","SR-PVG1",3.145402,7.9375,243,46,"","PIEN",NA
2741,1,NA,2741,NA,NA,NA,NA,NA,31.733,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.102106,13.1875,244,46,"","PIEN",NA
2742,1,NA,2742,NA,NA,NA,NA,NA,31.317,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.067994,14.25,245,46,"","PIEN",NA
2743,1,3,2743,8668,NA,30.8,319694.282766563,4313761.79232264,30.56,2.51472776381368,0.240000000000002,2.52615433536737,"SR-PVG1","SR-PVG18668",8668,30.8,48.6,3.0256,"D",-107.080815016312,38.954278770586,"PIEN","SR-PVG1",3.00592,14.25,246,46,"","PIEN",5
2744,1,NA,2744,NA,NA,NA,NA,NA,30.393,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.992226,18.5625,247,46,"","PIEN",NA
2746,1,NA,2746,NA,NA,NA,NA,NA,29.578,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.925396,12.125,248,46,"","PIEN",NA
2749,1,NA,2749,NA,NA,NA,NA,NA,29.222,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.896204,14,249,46,"","PIEN",NA
2750,1,NA,2750,NA,NA,NA,NA,NA,28.835,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86447,2.5,250,46,"","PIEN",NA
2752,1,NA,2752,NA,NA,NA,NA,NA,28.206,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.812892,15.75,251,46,"","PIEN",NA
2753,1,NA,2753,NA,NA,NA,NA,NA,27.607,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.763774,9.75,252,45,"Evergreen forest","ABLA",NA
2754,1,NA,2754,NA,NA,NA,NA,NA,27.491,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.754262,12.5625,253,46,"","PIEN",NA
2755,1,NA,2755,NA,NA,NA,NA,NA,27.261,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.735402,17.4375,254,46,"","PIEN",NA
2756,1,NA,2756,NA,NA,NA,NA,NA,26.999,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.713918,2.75,255,46,"","PIEN",NA
2757,1,NA,2757,NA,NA,NA,NA,NA,26.948,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.709736,5.5625,256,46,"","PIEN",NA
2759,1,NA,2759,NA,NA,NA,NA,NA,26.741,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.692762,3.5625,257,46,"","PIEN",NA
2760,1,NA,2760,NA,NA,NA,NA,NA,26.512,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.673984,2.875,258,46,"","PIEN",NA
2761,1,NA,2761,NA,NA,NA,NA,NA,25.698,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.607236,4.25,259,47,"","PICO",NA
2762,1,NA,2762,NA,NA,NA,NA,NA,24.524,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.510968,4.8125,260,46,"","PIEN",NA
2763,1,NA,2763,NA,NA,NA,NA,NA,24.396,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.500472,15,261,46,"","PIEN",NA
2764,1,NA,2764,NA,NA,NA,NA,NA,24.207,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.484974,6.1875,262,46,"","PIEN",NA
2765,1,NA,2765,NA,NA,NA,NA,NA,24.092,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.475544,5.25,263,45,"Evergreen forest","ABLA",NA
